id,texto,rotulo
936,"Otaviano falando cuiabano 😂😂😂😂😂 gente nos falamos assim meixmo, votê  #VideoShowAoVivo",positivo
937,Coitado do @user  #TheNoite,negativo
938,Tem um monte de menino que usa personagem feminina em jogos #Encontro,neutro
939,@user no #Encontro !! Agora acredito que vá ao ConversaComBial @user @user,positivo
940,COMO ASSIM O VITOR SAIU??????? NAOOOOOO #MasterchefBR,negativo
941,Globo Recife (17/05) #VideoShowAoVivo 19.6 #NETV2 33.4 #JN 32.7 #Futebol 38.2 #JornalDaGlobo 22.3 #ProfissãoReporter 15.4,neutro
942,O cabelo mais famoso do Brasil #VideoShowAoVivo,positivo
943,Eita que hoje está pegando fogo! Literalmente! Kkkk #MasterChefBR,negativo
944,nao sei pra quem torcer nao quero que o vitor saia mas tbm quero que a yuko fique aaaaaaaaaaaa #MasterChefBR,neutro
945,#MasterChefBR Estou apaixonado pela Paola SIM ❤,positivo
946,"#masterchefbr olá Mírian, gostaria de dizer que ninguém gosta de você",negativo
947,Quem autorizou o mezanino participar da regressiva? #MasterChefBR,neutro
948,#VideoShowAoVivo A FORÇA DO QUERER MELHOR NOVELA PARA QUEBRAR TABUS,positivo
949,"Percebo q está visão é bastante psiquiátrica e pouco psicológica #ConversaComBial não curti tantas sugestões, diagnósticos e recomendações",negativo
950,#MaisVoce certamente que tem coisas mais importante que o dinheiro,neutro
951,O melhor #ConversaComBial eveeerrr!!!,positivo
952,Morrendo de medo do avental azul  #MasterChefBR,negativo
953,"Eai, Vamo se da uns obrigado por tudo   obrigado por tudo :bj #encontro #QuartaDetremurasdv",neutro
954,Adoooro 'É o tchan' #altashoras,positivo
955,Ranço  desses macho ranço #Encontro,negativo
956,#MasterChefBR vai começar,neutro
957,QUE LINDOOOOOO O #DomingoLegal,positivo
958,Um salário do Guerrero paga 3 shows da Maiara e Maraisa. Flamengo podia ver isso.  Haja sofrencia no sofá.  @maioralvinegro #ConversaComBial,negativo
959,Fátima Bernardes foi picada pelo ryca vírus #VideoShowAoVivo,neutro
960,Adoro a sinceridade da Maiara @user #ConversaComBial #MaiaraeMaraisaNoBial,positivo
961,Nem adianta chorar pq n convence os jurados não #MasterChefBR,negativo
962,A filha de Carolina Kasting é a cara da mãe😱 #Encontro,neutro
963,"Eu sou ""meseira"" e nem sabia!!!! #meseira #MaisVoce",positivo
964,Nunca vamos merecer ver o filho da Sandy? #Encontro,negativo
965,"Bobby azul foi hospitalizado e não passa bem, sua equipe tbm não #MasterChefBR",neutro
966,Vou comentar sobre o #MasterChefBR no tt SIM e quem n gostou me processa,positivo
967,"Se eu fico tenso de fazer um ovo com minha mãe me olhando, imagina cozinhar pra esse tanto de gente? Eu ia ter um treco #MasterChefBR",negativo
968,A paolla de costas kkkk sou eu agora #MasterChefBR,neutro
969,#MasterChefBR muito emocionante hoje!!,positivo
970,"@user Larga esse merda do seu marido, ele é verme, bandido ou vc vai compactuar com a criminalidade? #SextaDetremuraSDV #Encontro",negativo
971,E o próximo #MasterChefBR será o Profissionais. Desistiram do Kids?,neutro
972,Meu prato hoje no #MasterChefBR seria fritar a sardinha e cortar um limão p colocar ao lado do prato. Só isso. Sardinha frita! Maravilha! rs,positivo
973,Aaaaah não kkkkkkkkkkk @user #ConversaComBial #MaiaraeMaraisaNoBial,negativo
974,#VideoShowAoVivo Queria que Mônica irose voltase Por favor Mônica volta depois que terminar bater retro,neutro
975,Nham 😋 qnt comida gostosa #MasterChefBR,positivo
976,"era só o que faltava né, que cara ridículo #Encontro",negativo
977,COMO ASSIM O CARLOS ALBERTO DE NÓBREGA TEM 81 ANOS?! :OOO  #TheNoite,neutro
978,"#AltasHoras Tomás é muito bonitinho,to apaixonada❤",positivo
979,TEM QUE SAIR OS DOIS #MasterChefBR,negativo
980,Parece meu pai me emprestando o carro 😂😂😂😂 #MasterChefBR,neutro
981,"meus favs na mesma equipe, amém #EquipeAzul #MasterChefBR",positivo
982,@user não passa nem ar #MasterChefBR,negativo
983,sopa de piroca #MasterChefBR,neutro
984,Eu quero ser amigo dessa cara de preto na platéia. Alguém me passa o whats dele #AltasHoras,positivo
985,"E, agora toca o telefone dele.  Ain.. Que indelicado! #Encontro",negativo
986,#MasterChefBR equipe azul,neutro
987,Carlos Alberto de Nóbrega falando sobre os 30 anos dele na Praça é nossa no #TheNoite tá muito legal,positivo
988,Tem rã viva hj no #MasterChefBR ? Me avisa p eu nem começar a assistir.,negativo
989,Aquele momento que é  00:30 e você está com vontade de cozinhar sardinha por causa do @user pois é 😅😅 #MasterChefBR,neutro
990,PQP o Maluma é muito lindo! 😂💜💜 #TheNoite,positivo
991,ele já ta tenso e esse povo ainda fica gritando ah plmdds nem #MasterChefBR,negativo
992,#VideoShowAoVivo a expressão levar farelo significa levar a pior!,neutro
993,Agora é a vez do meu anjo  #MasterChefBR,positivo
994,"Meu God, ainda estão falando do tal nhoque de abóbora!!! Manda pra cá que eu como tudo e acaba com isso logo. #MaisVocê",negativo
995,O maluma não gostou do abraço da Juliana. Kkkkkkkkkkkkkkk #thenoite,neutro
996,Vitor B ficou que lindo❤️  #MasterChefBR,positivo
997,mds tá muito acirrado tô nervougfj #MasterChefBR,negativo
998,Um dente  #MasterChefBR,neutro
999,Tony Bellotto falando sobre o exercício como forma terapêutica de olharmos os nossos fantasmas #ConversaComBial FATO!,positivo
1000,PASSA NO SEU NAMARIA!  #MaisVoce,negativo
1001,"#MaisVocê Louro, ajuda aí, estão destruindo a pantufa da Ana Maria. Kkkkkk",neutro
1002,@user aaaaah que saudade que eu tava de assistir video show e principalmente te ver nas telinhas #VideoShowAoVivo,positivo
1003,to esperando o clipe. nao tenho paciência nao. #DomingoLegal,negativo
1004,É a Totia Meireles mesmo! Tenho certeza! #VideoShowAoVivo,neutro
1005,MALUMA É UM TUDINHO DE HOMEM QE PQP ❤ #TheNoite,positivo
1006,Vergonha alheia desse gordo que tá se achando o macho alfa! NOJO #Encontro,negativo
1007,Hoje a Miriam sai? Sim ou com certeza? #MasterChefBR,neutro
1008,Guilherme Arantes é o maior! #Encontro,positivo
1009,"Tão triste ter que assistir #masterchefbr só na quarta :(, não da nem pra acompanha a #",negativo
1010,A convidada de hoje é a Fátima Bernardes (@user). Acertei? #VideoShowAoVivo,neutro
1011,"Sardinha em lata é um ingrediente fantástico. Além de saborosa, é versátil. #MasterChefBR",positivo
1012,"""Um bebê de 14 anos"" HAHAHAHA #TheNoite",negativo
1013,Ganhei a noite com vcs cantando Se Olha no Espelho. #ConversaComBial  #MaiaraeMaraisaNoBial @user,neutro
1014,"Se fosse eu com essas sardinhas, ia fritar elas, deixar bem sequinha colocar um limão do lado, tá pronto meu prato #MasterChefBR",positivo
1015,Que ridículo #Encontro,negativo
1016,#VideoShowAoVivo faça um #MeuVideoÉUmShow parte II com a Claudia Raia pra vermos o restante da carreira que faltou.,neutro
1017,#Bial para todos e #Pedro para os íntimos!! Berrooooooo...... Morrroooooo... #Conversacombial,positivo
1018,Acho que o Vitor B que vai hj :/ #MasterChefBR,negativo
1019,Nossa véi!!  Olha a camisa e a gravata  do @user . #VideoShowAoVivo,neutro
1020,"@user se divertindo ao som do É O Tchan, uma fofa!  #VanessaDaMata #CaixinhaDeMúsicaDVDVanessaDaMata #AltasHoras",positivo
1021,Bem triste que o @user saiu do #MasterChefBR :(,negativo
1022,#MaisVoce EU QUERO MEU CABELO ASSSIMMMMMMM,neutro
1023,Ahhh como é bom ouvir @user falar... sempre confortante #conversacombial,positivo
1024,#MasterChefBR to com medo pelo meu amorzinho @user fica amore Tinha que sair essa nojenta da Miriam,negativo
1025,#VideoShowAoVivo a convidada do meu vídeo é um show é o mozão do @user @user,neutro
1026,"Uma família que se chama AMOR! Tô aqui emocionada de ver, que delicia, que alegria, uma felicidade imensa ❤️🙏🏻❤️ Deus abençoe  #encontro",positivo
1027,Partiu assistir a reprise do #MasterChefBR e sofrer com a saida do @user de novo. Pq sou dessas! Rever a cena q estraçalhou meu ❤ 😢💔,negativo
1028,Já estou com meu avental de comentar #MasterChefBR,neutro
1029,"A @user é a melhor pessoa, já era fã agora triplicou! #AltasHoras #NaturalOnde? #NuncaQuis #TbmNãoQuero #BarrigãoxBuraquinho hahaha",positivo
1030,"Jacquin falou que Belém é limitada pra sobremesa? MANO, esse cara não tem noção nenhuma do que ele falou!!! #masterchefbr",negativo
1031,toda vez que assisto Masterchef dá uma fome... #MasterChefBR,neutro
1032,Perdi de ver o #MasterChefBR por motivos de me abafei nas cobertas e esqueci da vida,positivo
1033,#MasterChefBR quanta espinha.... deus me livre....,negativo
1034,O menino é o Zaque do Love Store! #VideoShowAoVivo,neutro
1035,Maiara e Maraísa no #ConversaComBial vamos curtir um modao @user ?,positivo
1036,#MasterChefBR VAI VITOR B NÃO DECEPA PARTE DO DEDO HOJE!!!!,negativo
1037,"@user Eu teria medo de vazar meus nudes, claro. #Encontro",neutro
1038,O programa tá demais hoje. #DomingoLegal,positivo
1039,Memórias da querida @user no #MaisVoce me fazendo sentir saudades e chorar! @user,negativo
1040,Não foi essa semana mas na próxima a Mirian sai #MasterChefBR,neutro
1041,"#MaisVocê minha irmã calça 34 e compra sapato em qualquer loja,nunca teve dificuldade em encontrar essa numeracao",positivo
1042,"#MasterChefBR essa Mirian só quer fazer o que dá na telha, ô mlr chata",negativo
1043,Acho q o mr catra fumou alguma coisa antes de gravar a entrevista com o @user kkkkkkk #thenoite #danilogentili,neutro
1044,"#DuasCaras foi uma novela maravilhosa, merece reprise! Lembrando que neste ano a novela completa 10 anos. #vídeoshowaovivo",positivo
1045,Chegou visita: abre umas latas de ervilha!!! Meu Deus!! #MasterChefBR,negativo
1046,"As pessoas confundem SOTAQUE com falar errado, falar gíria etc... nada a ver... termos e expressões regionais é diferente! #VideoShowAoVivo",neutro
1047,Quero abraçar o @user e colokr num potinho😍 #MasterChefBR,positivo
1048,Miriam cai fora...fazer a coitadinha não pega..  #MasterChefBR,negativo
1049,#VídeoShowAoVivo Otaviano. Otaviano. Você não lembra de mlm você esqueceu de mim esqueceu sou eu maria Cristina,neutro
1050,"Olha essa mulher, tem 9 filhos (de 4 a 24 anos) super realizada. Seria meu sonho?! 😁💕 #Encontro",positivo
1051,Só de ver a sardinha em lata já tá me dando alergia! #alergica #enlatados #masterchefbr,negativo
1052,#MasterChefBR só de ver sardinha eu já tava eliminada,neutro
1053,#Encontro ACHO QUE EU AMEI MESMO DISTANTE! Que lindo Nando Reis...,positivo
1054,Hoje vou ver o #MasterChefBR pois ontem estava grudada no #powercoupleBrasil TRISTE pq já soube da eliminação do @user,negativo
1055,Acho que quem vai sair é Douglas no #MasterChefBR,neutro
1056,Sandy mt maravilhosa socorro #Encontro,positivo
1057,O agrião tá se sentindo sozinho nesse prato de moqueca #MasterChefBR,negativo
1058,"""Advogado de Lula"" ""Na Justiça"" ""Nando Reis"" ""The National"" ""Two Ghosts"" #Encontro Kiwi Zimbábue",neutro
1059,se esse thiago castanho olha assim pra mim eu fico até nervoso #MasterChefBR,positivo
1060,"O Vitor saiu eu não tô acreditando, eu tô bem triste #MasterChefBR",negativo
1061,#MasterChefBR amanhã no YouTube vou dar mil replay no comentário do Valter kkkk,neutro
1062,Maravilhosas @user no #ConversaComBial,positivo
1063,"Gosto do padre, mas cantar trem bala é demais #ConversaComBial",negativo
1064,Eu faria três pratos. Porque um seria meu com toda certeza.  #MasterChefBR,neutro
1065,E começooooooouuuu @user  #ConversaComBial #MaiaraeMaraisaNoBial,positivo
1066,"Fiz um brigadeiro para olhar #MasterChefBR mas não deu certo, hj é eu que saio",negativo
1067,Thais Araújo. Não gosta de abóbora! 💔  #MaisVoce,neutro
1068,FAMÍLIA BONITA A DO SERGINHO GROSNJNKDKJ #altashoras,positivo
1069,"#VideoShowAoVivo no memória foi dito que Carlos ficou casado 23 anos, com Eva, não seria 53 anos?",negativo
1070,"#Pablo diz em sua música: PORQUE HOMEM NÃO CHORA... Mentira, Chorei Com @user no final do #ConversaComBial #MaiaraeMaraisaNoBial.",neutro
1071,"A Sophia é muuuuito maravilhosa, acompanho desde RBR, amo muito #AltasHoras",positivo
1072,FILMES de baixa audiência ----&gt;&gt; ESCURIDÃO TOTAL  #AltasHoras É o Tchan Vanessa da Mata #ClaudiaLeitteNaSabrina #FabricaDeCasamentos Titanic,negativo
1073,Cadê @user ? Quando ela vai tá no #AltasHoras,neutro
1074,hoje #AltasHoras tá muito bommm 😍,positivo
1075,Pqp hein #MasterChefBR,negativo
1076,Vim só falar de #MasterChefBR mesmo!,neutro
1077,Nossaa Canta Mt 😱  #Domingolegal  #CDANoDomingoLegal,positivo
1078,"Esse negócio de não conseguir demonstrar sentimentos sou mt eu, não consigo falar eu te amo pros meus pais e eu odeio isso. #Encontro",negativo
1079,#VideoShowAoVivo a versão em português é cantada por Robson Anjo.,neutro
1080,"otimo #ConversacomBial hj, um dos melhores so far.",positivo
1081,Como assim o Vitor B saiu?! Ontem não aguentei e dormi 😢 #MasterChefBR,negativo
1082,#MaisVocê alguém sabe se chef Erick tem tt?,neutro
1083,Maluma de óculos estilo nerd consegue ficar mais gostoso #TheNoite,positivo
1084,Tudo embolorada as sardinha do Jacquin #MasterChefBR,negativo
1085,Pessoal falando q a Namaria foi corajosa...corajoso foi esse menino q fez manobras de bike com Namaria. Do jeito q ela é zicada... #MaisVoce,neutro
1086,Sigo e indico  #Encontro #SextaDetremuraSDV,positivo
1087,Não gosto da Douglas #MasterChefBR,negativo
1088,A Band está planejando para o próximo ano uma versão do #MasterChefBR com famosos,neutro
1089,Essa entrevista com o Drauzio tem um teor de verdade tão grande que eu nem acredito que isso tá passando na Tv aberta... #ConversaComBial,positivo
1090,Victor B foi eliminado meu Deus crush volta aqui por favor #MasterChefBR,negativo
1091,@user lindo demais #VideoShowAoVivo,neutro
1092,#Encontro Demais esse libanês violinista!,positivo
1093,Quem mentiu pra esse Marco Luque que ele é engraçado? Só o Serginho ri. Mais sem graça que dançar com irmão em festa. #AltasHoras,negativo
1094,Rolam boatos que Maraísa é do babado #ConversaComBial,neutro
1095,"Amando o assunto da conversa, Dráuzio divo #ConversaComBial",positivo
1096,Hoje é dia de #MasterChefBR = ja ter jantando mas na hora do programa você comer até ficar triste,negativo
1097,"#DomingoLegal ah, esqueci fora Themer. Como diz Carlinho Maia, ta na moda kkkkkk",neutro
1098,vanessa da mata AMOOOOOOOOOOOOOOOO #altashoras,positivo
1099,REPETIDO CARAI #MasterChefBR,negativo
1100,"#VídeoShowAoVivo A cena da Ivana ontem em A Força do Querer foi bem forte, vcs podiam reprisar hj né pf",neutro
1101,Obrigada por mostrar minha deusa Vivianne Pasmanter #VideoShowAoVivo,positivo
1102,Não creio que o Crush do #MasterChefBR saiu 😢😢😢 @user vamos torcer por uma repescagem 🙏,negativo
1103,#altashoras assistindo,neutro
1104,ESSA MULHER É GUERREIRA TEVE 9 FILHOS #ENCONTRO,positivo
1105,#MasterChefBR Essa broaca da Mirian vai ficar por causo do teatrinho clichê dela,negativo
1106,O homem participa com um espirro. @user sobre fecundação #AltasHoras,neutro
1107,#MasterChefBR nem começou e já vou torcer pra #EquipeAzul por motivos de Mirian que tá na equipe vermelha!,positivo
1108,ESSA É A PROVA QUE EU TÔ MAIS NERVOUSA DA HISTÓRIA DAS PROVAS NERVOSA #MasterChefBR,negativo
1109,#MasterChefBR se eu pudesse provar os pratos,neutro
1110,Coisa mais linda essa edição com a mãe do @user !!!!! 😍😍😍😍💗💗💗💗#altashoras,positivo
1111,Será que não tem nenhuma assessoria pra ver quais são nossas expressões e como utilizamos de verdade?!!! E o sotaque!!! Pqp #VideoShowAoVivo,negativo
1112,Paola tão baixinha e ela tava descalça #MasterChefBr,neutro
1113,vendo #thenoite somente pelo malumaaa,positivo
1114,#Encontro Quem é simone e simara perto das Irmãs Galvao nos anoa 70 kkkkkk,negativo
1115,#thenoite @user cara só agora identifiquei o @user,neutro
1116,Há alguns meses tentei me inscrever numa capelania prisional. O #ConversaComBial de hoje com o @user só aumentou minha vontade.,positivo
1117,#MasterChefBR essa Mirian e esse leonardo tem que sair pra ontem já,negativo
1118,#MasterChefBR Fica #FicaYuko,neutro
1119,"Assistindo Masterchef só por causa da Ana Luiza, tem as melhores frases, além de parecer a Cassie❤.. #MasterChefBR",positivo
1120,Silvia ganhou! Cenão épico de Duas Caras! #videoshowaovivo,negativo
1121,Lembrando que o Mr° Catra é judeu e Sociólogo!  #TheNoite,neutro
1122,Quero ver você seu lindo aqui amanhã @user #videoshowaovivo,positivo
1123,será que existe simpatia pra tirar nota boa na escola? se tiver me passa pq to precisando #VideoShowAoVivo,negativo
1124,Batuque na cozinha a sinhá não quer 🎶🎶 #conversacombial,neutro
1125,Celso na casinha de bonecas 😍 #CarinhaDeAnjo #DomingoLegal #SBT,positivo
1126,Como que esse povo faz doce e é magro! Dá pra entender???? 🤣🤣🤣#Encontro,negativo
1127,"#MaisVoce não se desconta FGTS só recolhe, o que desconta é INSS!",neutro
1128,"Emocionadíssima com a homenagem do @user  a Nelson Xavier. Que ator, gente! Que ator! #RIPNelsonXavier  #VideoShowAoVivo 😥😥😥",positivo
1129,"Quando ia passar roupa branca era a pior parte,  a cinzas caia na roupa e ficava manchada #MaisVoce",negativo
1130,Beatriz parece com Fátima o sorriso é igual .Laura é a cara do Bonner #Encontro,neutro
